transaction_id,complaint_id,from_account,to_account,amount,hop_number,timestamp
T000009607,C0002086,ACC000038,ACC000040,21500,2,2026-01-01T15:37:08.653939
T000009608,C0002086,ACC000040,ACC000037,21100,3,2026-01-01T15:44:59.950429
T000009609,C0002087,VICTIM_V0002087,ACC001923,135600,1,2026-01-01T15:28:33.501641
T000009610,C0002087,ACC001923,ACC001929,54533,2,2026-01-01T15:36:33.815236
T000009611,C0002087,ACC001923,ACC001927,78867,2,2026-01-01T15:36:33.815236
T000009612,C0002087,ACC001929,ACC001926,22642,3,2026-01-01T15:59:48.382080
T000009613,C0002087,ACC001929,ACC001924,30158,3,2026-01-01T15:59:48.382080
T000009614,C0002087,ACC001927,ACC001926,27958,3,2026-01-01T16:02:10.466410
T000009615,C0002087,ACC001927,ACC001924,49842,3,2026-01-01T16:02:10.466410
T000009616,C0002087,ACC001926,ACC001928,2279,4,2026-01-01T16:11:01.241396
T000009617,C0002087,ACC001926,ACC001925,20744,4,2026-01-01T16:11:01.241396
T000009618,C0002087,ACC001926,ACC001922,26876,4,2026-01-01T16:11:01.241396
T000009619,C0002087,ACC001924,ACC001928,61662,4,2026-01-01T16:26:43.953303
T000009620,C0002087,ACC001924,ACC001925,15971,4,2026-01-01T16:26:43.953303
T000009621,C0002087,ACC001924,ACC001922,1867,4,2026-01-01T16:26:43.953303
T000009622,C0002087,ACC001928,ACC001929,62700,5,2026-01-01T16:42:17.205359
T000009623,C0002087,ACC001925,ACC001929,35400,5,2026-01-01T16:34:48.355591
T000009624,C0002087,ACC001922,ACC001929,27800,5,2026-01-01T16:39:17.444773
T000009625,C0002088,VICTIM_V0002088,ACC000128,5800,1,2026-01-01T15:27:13.321486
T000009626,C0002088,ACC000128,ACC000127,5600,2,2026-01-01T15:54:22.201150
T000009627,C0002088,ACC000127,ACC000125,5500,3,2026-01-01T16:18:18.244350
T000009628,C0002088,ACC000125,ACC000124,781,4,2026-01-01T16:45:00.596219
T000009629,C0002088,ACC000125,ACC000129,1800,4,2026-01-01T16:45:00.596219
T000009630,C0002088,ACC000125,ACC000123,2819,4,2026-01-01T16:45:00.596219
T000009631,C0002088,ACC000124,ACC000130,800,5,2026-01-01T17:04:28.291030
T000009632,C0002088,ACC000129,ACC000130,1700,5,2026-01-01T17:09:26.423704
T000009633,C0002088,ACC000123,ACC000130,2700,5,2026-01-01T17:08:41.996999
T000009634,C0002089,VICTIM_V0002089,ACC000335,39400,1,2026-01-01T15:28:09.410226
T000009635,C0002089,ACC000335,ACC000334,11074,2,2026-01-01T15:33:17.606996
T000009636,C0002089,ACC000335,ACC000336,27826,2,2026-01-01T15:33:17.606996
T000009637,C0002089,ACC000334,ACC000336,10900,3,2026-01-01T15:41:59.902475
T000009638,C0002089,ACC000336,ACC000336,38100,3,2026-01-01T15:47:48.412176
T000009639,C0002090,VICTIM_V0002090,ACC000253,203900,1,2026-01-01T15:27:27.941832
T000009640,C0002090,ACC000253,ACC000251,196400,2,2026-01-01T15:31:39.287255
T000009641,C0002090,ACC000251,ACC000254,188600,3,2026-01-01T15:57:16.956891
T000009642,C0002091,VICTIM_V0002091,ACC000368,19100,1,2026-01-01T15:29:33.557951
T000009643,C0002091,ACC000368,ACC000369,9788,2,2026-01-01T15:42:18.619622
T000009644,C0002091,ACC000368,ACC000367,8812,2,2026-01-01T15:42:18.619622
T000009645,C0002091,ACC000369,ACC000369,9500,3,2026-01-01T15:53:27.251131
T000009646,C0002091,ACC000367,ACC000369,8800,3,2026-01-01T16:00:28.660859
T000009647,C0002092,VICTIM_V0002092,ACC000004,618000,1,2026-01-01T15:30:34.928476
T000009648,C0002092,ACC000004,ACC000005,505408,2,2026-01-01T15:56:51.096547
T000009649,C0002092,ACC000004,ACC000006,89092,2,2026-01-01T15:56:51.096547
T000009650,C0002092,ACC000005,ACC000006,502200,3,2026-01-01T16:17:15.147959
T000009651,C0002092,ACC000006,ACC000006,585600,3,2026-01-01T16:25:16.401852
T000009652,C0002093,VICTIM_V0002093,ACC000703,47700,1,2026-01-01T15:30:39.098438
T000009653,C0002093,ACC000703,ACC000702,47000,2,2026-01-01T15:43:50.983363
T000009654,C0002094,VICTIM_V0002094,ACC001090,13700,1,2026-01-01T15:31:40.742229
T000009655,C0002094,ACC001090,ACC001082,13400,2,2026-01-01T15:50:27.874945
T000009656,C0002095,VICTIM_V0002095,ACC000002,2600,1,2026-01-01T15:29:18.172294
T000009657,C0002095,ACC000002,ACC000003,1210,2,2026-01-01T15:44:51.206004
T000009658,C0002095,ACC000002,ACC000001,1290,2,2026-01-01T15:44:51.206004
T000009659,C0002095,ACC000003,ACC000003,1200,3,2026-01-01T15:51:02.642203
T000009660,C0002095,ACC000001,ACC000003,1300,3,2026-01-01T15:52:07.155911
T000009661,C0002096,VICTIM_V0002096,ACC000003,29400,1,2026-01-01T15:29:03.984033
T000009662,C0002096,ACC000003,ACC000001,28800,2,2026-01-01T15:37:49.980974
T000009663,C0002096,ACC000001,ACC000002,28300,3,2026-01-01T16:04:52.971873
T000009664,C0002097,VICTIM_V0002097,ACC000154,1000,1,2026-01-01T15:31:29.957787
T000009665,C0002097,ACC000154,ACC000156,1000,2,2026-01-01T15:50:36.662822
T000009666,C0002097,ACC000156,ACC000155,1000,3,2026-01-01T16:12:00.915395
T000009667,C0002098,VICTIM_V0002098,ACC000546,163500,1,2026-01-01T15:32:19.734972
T000009668,C0002098,ACC000546,ACC000543,161800,2,2026-01-01T15:43:51.455005
T000009669,C0002099,VICTIM_V0002099,ACC000002,1382900,1,2026-01-01T15:31:27.206943
T000009670,C0002099,ACC000002,ACC000003,1296195,2,2026-01-01T15:35:36.996514
T000009671,C0002099,ACC000002,ACC000001,63605,2,2026-01-01T15:35:36.996514
T000009672,C0002099,ACC000003,ACC000003,1245700,3,2026-01-01T15:59:58.256714
T000009673,C0002099,ACC000001,ACC000003,62600,3,2026-01-01T15:55:56.492849
T000009674,C0002100,VICTIM_V0002100,ACC000003,43100,1,2026-01-01T15:31:37.756602
T000009675,C0002100,ACC000003,ACC000001,42200,2,2026-01-01T15:58:18.499737
T000009676,C0002101,VICTIM_V0002101,ACC000003,7300,1,2026-01-01T15:31:04.687666
T000009677,C0002101,ACC000003,ACC000002,3778,2,2026-01-01T15:44:53.961072
T000009678,C0002101,ACC000003,ACC000001,3322,2,2026-01-01T15:44:53.961072
T000009679,C0002101,ACC000002,ACC000003,3600,3,2026-01-01T15:56:32.576332
T000009680,C0002101,ACC000001,ACC000003,3300,3,2026-01-01T16:13:01.910386
T000009681,C0002102,VICTIM_V0002102,ACC000058,1000,1,2026-01-01T15:29:44.325365
T000009682,C0002102,ACC000058,ACC000055,1000,2,2026-01-01T15:59:55.998933
T000009683,C0002102,ACC000055,ACC000057,1000,3,2026-01-01T16:26:58.299237
T000009684,C0002102,ACC000057,ACC000061,1000,4,2026-01-01T16:46:05.507990
T000009685,C0002102,ACC000061,ACC000056,1000,5,2026-01-01T16:55:27.622941
T000009686,C0002103,VICTIM_V0002103,ACC000010,36800,1,2026-01-01T15:31:43.758101
T000009687,C0002103,ACC000010,ACC000018,564,2,2026-01-01T15:57:23.130414
T000009688,C0002103,ACC000010,ACC000015,35636,2,2026-01-01T15:57:23.130414
T000009689,C0002103,ACC000018,ACC000013,500,3,2026-01-01T16:07:25.720797
T000009690,C0002103,ACC000015,ACC000013,35100,3,2026-01-01T16:21:07.856357
T000009691,C0002103,ACC000013,ACC000011,35200,4,2026-01-01T16:37:32.144018
T000009692,C0002104,VICTIM_V0002104,ACC000031,25000,1,2026-01-01T15:30:57.456305
T000009693,C0002104,ACC000031,ACC000030,24500,2,2026-01-01T15:58:40.645454
T000009694,C0002104,ACC000030,ACC000032,23600,3,2026-01-01T16:08:14.159515
T000009695,C0002105,VICTIM_V0002105,ACC000013,1100,1,2026-01-01T15:31:28.960333
T000009696,C0002105,ACC000013,ACC000012,1100,2,2026-01-01T15:58:03.776534
T000009697,C0002105,ACC000012,ACC000007,1100,3,2026-01-01T16:03:19.513637
T000009698,C0002106,VICTIM_V0002106,ACC000001,155800,1,2026-01-01T15:32:33.970560
T000009699,C0002106,ACC000001,ACC000002,99099,2,2026-01-01T15:42:32.927049
T000009700,C0002106,ACC000001,ACC000003,51401,2,2026-01-01T15:42:32.927049
T000009701,C0002106,ACC000002,ACC000003,97400,3,2026-01-01T16:03:56.645648
T000009702,C0002106,ACC000003,ACC000003,145300,3,2026-01-01T16:01:11.892170
T000009703,C0002107,VICTIM_V0002107,ACC000003,22300,1,2026-01-01T15:32:35.669522
T000009704,C0002107,ACC000003,ACC000001,6368,2,2026-01-01T15:53:19.893417
T000009705,C0002107,ACC000003,ACC000002,15632,2,2026-01-01T15:53:19.893417
T000009706,C0002107,ACC000001,ACC000003,6200,3,2026-01-01T16:17:35.777328
T000009707,C0002107,ACC000002,ACC000003,15200,3,2026-01-01T16:19:50.300871
T000009708,C0002108,VICTIM_V0002108,ACC000026,38100,1,2026-01-01T15:33:16.257045
T000009709,C0002108,ACC000026,ACC000029,37600,2,2026-01-01T15:42:12.194535
T000009710,C0002108,ACC000029,ACC000027,27588,3,2026-01-01T16:02:27.302611
T000009711,C0002108,ACC000029,ACC000028,9412,3,2026-01-01T16:02:27.302611
T000009712,C0002108,ACC000027,ACC000022,26700,4,2026-01-01T16:19:06.492075
T000009713,C0002108,ACC000028,ACC000022,9300,4,2026-01-01T16:14:36.266145
T000009714,C0002109,VICTIM_V0002109,ACC000001,15500,1,2026-01-01T15:30:48.115138
T000009715,C0002109,ACC000001,ACC000003,15000,2,2026-01-01T15:55:02.555614
T000009716,C0002109,ACC000003,ACC000002,14600,3,2026-01-01T16:16:44.237416
T000009717,C0002110,VICTIM_V0002110,ACC000267,47300,1,2026-01-01T15:32:05.675409
T000009718,C0002110,ACC000267,ACC000269,46600,2,2026-01-01T15:49:11.596197
T000009719,C0002110,ACC000269,ACC000270,46200,3,2026-01-01T16:15:30.742496
T000009720,C0002110,ACC000270,ACC000268,45700,4,2026-01-01T16:25:00.454395
T000009721,C0002111,VICTIM_V0002111,ACC000409,26100,1,2026-01-01T15:30:41.027003
T000009722,C0002111,ACC000409,ACC000405,25400,2,2026-01-01T15:35:30.954733
T000009723,C0002111,ACC000405,ACC000414,24800,3,2026-01-01T15:44:35.958780
T000009724,C0002111,ACC000414,ACC000399,24400,4,2026-01-01T15:51:17.549722
T000009725,C0002112,VICTIM_V0002112,ACC000040,24500,1,2026-01-01T15:32:16.124941
T000009726,C0002112,ACC000040,ACC000038,1627,2,2026-01-01T15:37:33.310753
T000009727,C0002112,ACC000040,ACC000037,1267,2,2026-01-01T15:37:33.310753
T000009728,C0002112,ACC000040,ACC000036,20806,2,2026-01-01T15:37:33.310753
T000009729,C0002112,ACC000038,ACC000039,1600,3,2026-01-01T15:48:01.132940
T000009730,C0002112,ACC000037,ACC000039,1300,3,2026-01-01T15:56:47.185589
T000009731,C0002112,ACC000036,ACC000039,20400,3,2026-01-01T16:02:32.201095
T000009732,C0002112,ACC000039,ACC000040,22900,4,2026-01-01T16:22:07.392023
T000009733,C0002113,VICTIM_V0002113,ACC000033,185900,1,2026-01-01T15:34:16.880274
T000009734,C0002113,ACC000033,ACC000035,183600,2,2026-01-01T15:59:13.893664
T000009735,C0002113,ACC000035,ACC000034,179400,3,2026-01-01T16:24:09.684104
T000009736,C0002114,VICTIM_V0002114,ACC000045,8800,1,2026-01-01T15:31:22.078516
T000009737,C0002114,ACC000045,ACC000041,874,2,2026-01-01T15:57:51.757369
T000009738,C0002114,ACC000045,ACC000046,7726,2,2026-01-01T15:57:51.757369
T000009739,C0002114,ACC000041,ACC000044,900,3,2026-01-01T16:07:38.088994
T000009740,C0002114,ACC000046,ACC000044,7400,3,2026-01-01T16:10:35.683231
T000009741,C0002114,ACC000044,ACC000048,8200,4,2026-01-01T16:34:36.345442
T000009742,C0002115,VICTIM_V0002115,ACC000036,10300,1,2026-01-01T15:33:52.645583
T000009743,C0002115,ACC000036,ACC000037,10000,2,2026-01-01T16:00:38.375508
T000009744,C0002116,VICTIM_V0002116,ACC000005,217200,1,2026-01-01T15:32:55.711367
T000009745,C0002116,ACC000005,ACC000004,212700,2,2026-01-01T16:00:52.020794
T000009746,C0002116,ACC000004,ACC000006,206900,3,2026-01-01T16:27:03.235971
T000009747,C0002117,VICTIM_V0002117,ACC000002,15200,1,2026-01-01T15:33:56.044061
T000009748,C0002117,ACC000002,ACC000003,6112,2,2026-01-01T15:48:26.222232
T000009749,C0002117,ACC000002,ACC000001,8688,2,2026-01-01T15:48:26.222232
T000009750,C0002117,ACC000003,ACC000003,6000,3,2026-01-01T16:08:48.380783
T000009751,C0002117,ACC000001,ACC000003,8500,3,2026-01-01T16:11:20.339030
T000009752,C0002118,VICTIM_V0002118,ACC000030,142100,1,2026-01-01T15:32:49.521363
T000009753,C0002118,ACC000030,ACC000032,140600,2,2026-01-01T15:53:20.448202
T000009754,C0002119,VICTIM_V0002119,ACC000137,142900,1,2026-01-01T15:32:32.556382
T000009755,C0002119,ACC000137,ACC000138,137900,2,2026-01-01T15:38:41.278839
T000009756,C0002119,ACC000138,ACC000139,133500,3,2026-01-01T16:04:45.223994
T000009757,C0002120,VICTIM_V0002120,ACC000396,55700,1,2026-01-01T15:35:46.897155
T000009758,C0002120,ACC000396,ACC000397,53900,2,2026-01-01T15:51:18.016977
T000009759,C0002120,ACC000397,ACC000395,52300,3,2026-01-01T16:13:57.344162
T000009760,C0002121,VICTIM_V0002121,ACC000064,483500,1,2026-01-01T15:33:53.286949
T000009761,C0002121,ACC000064,ACC000062,213460,2,2026-01-01T15:42:55.433766
T000009762,C0002121,ACC000064,ACC000063,258540,2,2026-01-01T15:42:55.433766
T000009763,C0002121,ACC000062,ACC000064,207300,3,2026-01-01T15:57:21.040735
T000009764,C0002121,ACC000063,ACC000064,251600,3,2026-01-01T16:03:40.098662
T000009765,C0002122,VICTIM_V0002122,ACC000003,223500,1,2026-01-01T15:36:21.186248
T000009766,C0002122,ACC000003,ACC000002,219100,2,2026-01-01T15:41:19.121602
T000009767,C0002122,ACC000002,ACC000001,215200,3,2026-01-01T15:45:31.810929
T000009768,C0002123,VICTIM_V0002123,ACC000006,4800,1,2026-01-01T15:34:14.217988
T000009769,C0002123,ACC000006,ACC000004,1282,2,2026-01-01T15:40:29.042903
T000009770,C0002123,ACC000006,ACC000005,3518,2,2026-01-01T15:40:29.042903
T000009771,C0002123,ACC000004,ACC000006,1200,3,2026-01-01T15:58:37.357206
T000009772,C0002123,ACC000005,ACC000006,3400,3,2026-01-01T15:59:02.062812
T000009773,C0002124,VICTIM_V0002124,ACC000002,25000,1,2026-01-01T15:35:00.227385
T000009774,C0002124,ACC000002,ACC000001,24200,2,2026-01-01T15:48:29.623411
T000009775,C0002124,ACC000001,ACC000003,23300,3,2026-01-01T16:08:11.428214
T000009776,C0002125,VICTIM_V0002125,ACC000003,98300,1,2026-01-01T15:33:50.510914
T000009777,C0002125,ACC000003,ACC000002,53859,2,2026-01-01T15:48:58.553906
T000009778,C0002125,ACC000003,ACC000001,43441,2,2026-01-01T15:48:58.553906
T000009779,C0002125,ACC000002,ACC000003,53000,3,2026-01-01T16:11:51.979470
T000009780,C0002125,ACC000001,ACC000003,42800,3,2026-01-01T16:14:55.079163
T000009781,C0002126,VICTIM_V0002126,ACC000001,18500,1,2026-01-01T15:36:05.523101
T000009782,C0002126,ACC000001,ACC000003,17800,2,2026-01-01T15:42:30.751841
T000009783,C0002126,ACC000003,ACC000002,17600,3,2026-01-01T15:51:25.297472
T000009784,C0002127,VICTIM_V0002127,ACC000071,11000,1,2026-01-01T15:35:58.011376
T000009785,C0002127,ACC000071,ACC000081,10700,2,2026-01-01T15:46:22.531330
T000009786,C0002127,ACC000081,ACC000079,10400,3,2026-01-01T16:10:37.195798
T000009787,C0002128,VICTIM_V0002128,ACC000003,24400,1,2026-01-01T15:33:47.554550
T000009788,C0002128,ACC000003,ACC000001,24000,2,2026-01-01T15:38:07.421539
T000009789,C0002129,VICTIM_V0002129,ACC000088,202000,1,2026-01-01T15:34:36.777687
T000009790,C0002129,ACC000088,ACC000092,86400,2,2026-01-01T15:59:38.317203
T000009791,C0002129,ACC000088,ACC000096,27556,2,2026-01-01T15:59:38.317203
T000009792,C0002129,ACC000088,ACC000098,80144,2,2026-01-01T15:59:38.317203
T000009793,C0002129,ACC000092,ACC000093,84100,3,2026-01-01T16:24:19.453786
T000009794,C0002129,ACC000096,ACC000093,27200,3,2026-01-01T16:05:09.576080
T000009795,C0002129,ACC000098,ACC000093,79500,3,2026-01-01T16:13:13.303606
T000009796,C0002130,VICTIM_V0002130,ACC000010,14500,1,2026-01-01T15:35:43.429637
T000009797,C0002130,ACC000010,ACC000012,9940,2,2026-01-01T15:39:55.727184
T000009798,C0002130,ACC000010,ACC000007,4309,2,2026-01-01T15:39:55.727184
T000009799,C0002130,ACC000010,ACC000017,151,2,2026-01-01T15:39:55.727184
T000009800,C0002130,ACC000012,ACC000008,2194,3,2026-01-01T15:43:36.672160
T000009801,C0002130,ACC000012,ACC000016,7606,3,2026-01-01T15:43:36.672160
T000009802,C0002130,ACC000007,ACC000008,2486,3,2026-01-01T15:59:04.011364
T000009803,C0002130,ACC000007,ACC000016,1814,3,2026-01-01T15:59:04.011364
T000009804,C0002130,ACC000017,ACC000008,10,3,2026-01-01T15:48:14.401945
T000009805,C0002130,ACC000017,ACC000016,90,3,2026-01-01T15:48:14.401945
T000009806,C0002130,ACC000008,ACC000015,4600,4,2026-01-01T16:03:49.480981
T000009807,C0002130,ACC000016,ACC000015,9200,4,2026-01-01T15:56:20.394377
T000009808,C0002131,VICTIM_V0002131,ACC001031,5100,1,2026-01-01T15:33:25.547802
T000009809,C0002131,ACC001031,ACC001030,2175,2,2026-01-01T15:47:01.773440
T000009810,C0002131,ACC001031,ACC001032,2825,2,2026-01-01T15:47:01.773440
T000009811,C0002131,ACC001030,ACC001034,2100,3,2026-01-01T15:49:57.126508
T000009812,C0002131,ACC001032,ACC001034,2800,3,2026-01-01T16:02:00.535369
T000009813,C0002131,ACC001034,ACC001033,4800,4,2026-01-01T16:09:06.447061
T000009814,C0002132,VICTIM_V0002132,ACC000036,33200,1,2026-01-01T15:33:44.844126
T000009815,C0002132,ACC000036,ACC000037,32500,2,2026-01-01T15:48:01.720072
T000009816,C0002132,ACC000037,ACC000038,8452,3,2026-01-01T16:05:35.578556
T000009817,C0002132,ACC000037,ACC000039,10553,3,2026-01-01T16:05:35.578556
T000009818,C0002132,ACC000037,ACC000040,13295,3,2026-01-01T16:05:35.578556
T000009819,C0002132,ACC000038,ACC000040,8200,4,2026-01-01T16:16:13.233191
T000009820,C0002132,ACC000039,ACC000040,10400,4,2026-01-01T16:20:22.389252
T000009821,C0002132,ACC000040,ACC000040,31100,4,2026-01-01T16:26:03.485537
T000009822,C0002133,VICTIM_V0002133,ACC000020,309100,1,2026-01-01T15:34:56.035430
T000009823,C0002133,ACC000020,ACC000021,303900,2,2026-01-01T15:49:09.374819
T000009824,C0002133,ACC000021,ACC000019,298700,3,2026-01-01T16:12:39.427052
T000009825,C0002134,VICTIM_V0002134,ACC000053,108200,1,2026-01-01T15:35:11.046953
T000009826,C0002134,ACC000053,ACC000051,8609,2,2026-01-01T15:51:04.043548
T000009827,C0002134,ACC000053,ACC000052,46053,2,2026-01-01T15:51:04.043548
T000009828,C0002134,ACC000053,ACC000050,51939,2,2026-01-01T15:51:04.043548
T000009829,C0002134,ACC000051,ACC000054,8500,3,2026-01-01T16:18:11.446775
T000009830,C0002134,ACC000052,ACC000054,44700,3,2026-01-01T15:58:23.178985
T000009831,C0002134,ACC000050,ACC000054,50300,3,2026-01-01T16:02:58.181473
T000009832,C0002135,VICTIM_V0002135,ACC000757,2220000,1,2026-01-01T15:33:26.706654
T000009833,C0002135,ACC000757,ACC000750,2136600,2,2026-01-01T15:43:48.035949
T000009834,C0002135,ACC000750,ACC000752,610611,3,2026-01-01T16:03:27.659606
T000009835,C0002135,ACC000750,ACC000751,673591,3,2026-01-01T16:03:27.659606
T000009836,C0002135,ACC000750,ACC000760,784898,3,2026-01-01T16:03:27.659606
T000009837,C0002135,ACC000752,ACC000756,595400,4,2026-01-01T16:24:51.237438
T000009838,C0002135,ACC000751,ACC000756,664000,4,2026-01-01T16:15:14.233345
T000009839,C0002135,ACC000760,ACC000756,766300,4,2026-01-01T16:14:37.297714
T000009840,C0002136,VICTIM_V0002136,ACC000251,96100,1,2026-01-01T15:33:46.499605
T000009841,C0002136,ACC000251,ACC000252,12357,2,2026-01-01T15:45:46.420426
T000009842,C0002136,ACC000251,ACC000253,39118,2,2026-01-01T15:45:46.420426
T000009843,C0002136,ACC000251,ACC000254,42025,2,2026-01-01T15:45:46.420426
T000009844,C0002136,ACC000252,ACC000254,12100,3,2026-01-01T16:11:51.085258
T000009845,C0002136,ACC000253,ACC000254,37900,3,2026-01-01T15:58:16.715114
T000009846,C0002136,ACC000254,ACC000254,88500,3,2026-01-01T16:10:48.675347
T000009847,C0002137,VICTIM_V0002137,ACC000031,180800,1,2026-01-01T15:34:10.319612
T000009848,C0002137,ACC000031,ACC000030,156861,2,2026-01-01T15:47:49.682276
T000009849,C0002137,ACC000031,ACC000032,19039,2,2026-01-01T15:47:49.682276
T000009850,C0002137,ACC000030,ACC000032,150900,3,2026-01-01T15:59:28.825841
T000009851,C0002137,ACC000032,ACC000032,167700,3,2026-01-01T16:10:08.012891
T000009852,C0002138,VICTIM_V0002138,ACC000250,8600,1,2026-01-01T15:37:12.839696
T000009853,C0002138,ACC000250,ACC000249,8500,2,2026-01-01T15:53:32.652486
T000009854,C0002139,VICTIM_V0002139,ACC000814,145100,1,2026-01-01T15:34:43.498226
T000009855,C0002139,ACC000814,ACC000815,19226,2,2026-01-01T15:51:49.519687
T000009856,C0002139,ACC000814,ACC000819,57028,2,2026-01-01T15:51:49.519687
T000009857,C0002139,ACC000814,ACC000816,63346,2,2026-01-01T15:51:49.519687
T000009858,C0002139,ACC000815,ACC000817,18600,3,2026-01-01T15:59:31.083670
T000009859,C0002139,ACC000819,ACC000817,55400,3,2026-01-01T16:10:05.360967
T000009860,C0002139,ACC000816,ACC000817,60900,3,2026-01-01T16:12:41.524082
T000009861,C0002139,ACC000817,ACC000818,133500,4,2026-01-01T16:20:37.221960
T000009862,C0002139,ACC000818,ACC000813,128800,5,2026-01-01T16:41:49.748336
T000009863,C0002139,ACC000813,ACC000819,126900,6,2026-01-01T17:06:09.768709
T000009864,C0002140,VICTIM_V0002140,ACC000515,2700,1,2026-01-01T15:35:36.187463
T000009865,C0002140,ACC000515,ACC000516,2600,2,2026-01-01T15:46:31.667989
T000009866,C0002140,ACC000516,ACC000514,2500,3,2026-01-01T16:04:50.683160
T000009867,C0002141,VICTIM_V0002141,ACC000151,93200,1,2026-01-01T15:37:48.454002
T000009868,C0002141,ACC000151,ACC000153,90300,2,2026-01-01T15:45:57.172547
T000009869,C0002141,ACC000153,ACC000152,87100,3,2026-01-01T16:07:59.612746
T000009870,C0002142,VICTIM_V0002142,ACC000002,562500,1,2026-01-01T15:35:19.745033
T000009871,C0002142,ACC000002,ACC000003,556200,2,2026-01-01T15:47:07.513260
T000009872,C0002142,ACC000003,ACC000001,552900,3,2026-01-01T16:13:02.173894
T000009873,C0002143,VICTIM_V0002143,ACC000001,13400,1,2026-01-01T15:36:23.525007
T000009874,C0002143,ACC000001,ACC000002,2354,2,2026-01-01T15:48:18.677673
T000009875,C0002143,ACC000001,ACC000003,10546,2,2026-01-01T15:48:18.677673
T000009876,C0002143,ACC000002,ACC000003,2300,3,2026-01-01T16:13:13.593684
T000009877,C0002143,ACC000003,ACC000003,12300,3,2026-01-01T15:55:21.148094
T000009878,C0002144,VICTIM_V0002144,ACC000289,116700,1,2026-01-01T15:35:27.858426
T000009879,C0002144,ACC000289,ACC000287,113900,2,2026-01-01T15:41:41.517109
T000009880,C0002145,VICTIM_V0002145,ACC000336,55600,1,2026-01-01T15:38:20.940332
T000009881,C0002145,ACC000336,ACC000334,21965,2,2026-01-01T15:46:30.431330
T000009882,C0002145,ACC000336,ACC000335,31535,2,2026-01-01T15:46:30.431330
T000009883,C0002145,ACC000334,ACC000336,21800,3,2026-01-01T16:00:02.942389
T000009884,C0002145,ACC000335,ACC000336,31000,3,2026-01-01T16:12:29.906621
T000009885,C0002146,VICTIM_V0002146,ACC000423,2220000,1,2026-01-01T15:35:56.245038
T000009886,C0002146,ACC000423,ACC000425,2175500,2,2026-01-01T15:40:39.582445
T000009887,C0002147,VICTIM_V0002147,ACC000001,136700,1,2026-01-01T15:37:08.252929
T000009888,C0002147,ACC000001,ACC000002,73349,2,2026-01-01T15:45:12.110971
T000009889,C0002147,ACC000001,ACC000003,58351,2,2026-01-01T15:45:12.110971
T000009890,C0002147,ACC000002,ACC000003,72200,3,2026-01-01T15:51:04.722141
T000009891,C0002147,ACC000003,ACC000003,127500,3,2026-01-01T16:06:08.486672
T000009892,C0002148,VICTIM_V0002148,ACC000002,314300,1,2026-01-01T15:36:33.936448
T000009893,C0002148,ACC000002,ACC000001,312100,2,2026-01-01T15:49:41.121180
T000009894,C0002148,ACC000001,ACC000003,304900,3,2026-01-01T16:00:16.465946
T000009895,C0002149,VICTIM_V0002149,ACC000008,6700,1,2026-01-01T15:37:13.108127
T000009896,C0002149,ACC000008,ACC000007,6500,2,2026-01-01T16:04:51.415576
T000009897,C0002150,VICTIM_V0002150,ACC000219,7200,1,2026-01-01T15:37:27.790259
T000009898,C0002150,ACC000219,ACC000217,4379,2,2026-01-01T15:57:28.598525
T000009899,C0002150,ACC000219,ACC000218,2621,2,2026-01-01T15:57:28.598525
T000009900,C0002150,ACC000217,ACC000219,4200,3,2026-01-01T16:07:21.888552
T000009901,C0002150,ACC000218,ACC000219,2600,3,2026-01-01T16:22:58.506165
T000009902,C0002151,VICTIM_V0002151,ACC000836,1284800,1,2026-01-01T15:35:56.726286
T000009903,C0002151,ACC000836,ACC000837,1246400,2,2026-01-01T15:55:13.479598
T000009904,C0002151,ACC000837,ACC000834,1223000,3,2026-01-01T16:18:41.631620
T000009905,C0002151,ACC000834,ACC000839,1181400,4,2026-01-01T16:34:08.174706
T000009906,C0002152,VICTIM_V0002152,ACC001416,241600,1,2026-01-01T15:37:42.657991
T000009907,C0002152,ACC001416,ACC001414,76107,2,2026-01-01T15:56:20.903935
T000009908,C0002152,ACC001416,ACC001415,156393,2,2026-01-01T15:56:20.903935
T000009909,C0002152,ACC001414,ACC001416,73700,3,2026-01-01T16:02:17.959174
T000009910,C0002152,ACC001415,ACC001416,150400,3,2026-01-01T16:17:24.998696
T000009911,C0002153,VICTIM_V0002153,ACC000028,100600,1,2026-01-01T15:38:21.163086
T000009912,C0002153,ACC000028,ACC000029,98600,2,2026-01-01T15:50:00.410822
T000009913,C0002154,VICTIM_V0002154,ACC000043,2220000,1,2026-01-01T15:36:45.414757
T000009914,C0002154,ACC000043,ACC000042,1587701,2,2026-01-01T15:59:59.106669
T000009915,C0002154,ACC000043,ACC000047,603199,2,2026-01-01T15:59:59.106669
T000009916,C0002154,ACC000042,ACC000048,1531500,3,2026-01-01T16:06:27.074039
T000009917,C0002154,ACC000047,ACC000048,581200,3,2026-01-01T16:25:42.552999
T000009918,C0002155,VICTIM_V0002155,ACC000175,1527300,1,2026-01-01T15:39:11.157909
T000009919,C0002155,ACC000175,ACC000173,1510300,2,2026-01-01T15:57:24.674442
T000009920,C0002156,VICTIM_V0002156,ACC000095,5600,1,2026-01-01T15:39:19.119380
T000009921,C0002156,ACC000095,ACC000096,1780,2,2026-01-01T15:52:06.701650
T000009922,C0002156,ACC000095,ACC000089,3720,2,2026-01-01T15:52:06.701650
